Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
403;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (5951) ISS/ Imposto sobre Serviços;"As empresas de mão-de-obra temporária podem encartar-se em duas situações, em razão da natureza dos serviços prestados: (i) como intermediária entre o contratante da mão-de-obra e o terceiro que é colocado no mercado de trabalho; (ii) como prestadora do próprio serviço, utilizando de empregados a ela vinculados mediante contrato de trabalho. A intermediação implica o preço do serviço que é a comissão, base de cálculo do fato gerador consistente nessas ""intermediações"". O ISS incide, nessa hipótese, apenas sobre a taxa de agenciamento, que é o preço do serviço pago ao agenciador, sua comissão e sua receita, excluídas as importâncias voltadas para o pagamento dos salários e encargos sociais dos trabalhadores. Distinção de valores pertencentes a terceiros (os empregados) e despesas com a prestação. Distinção necessária entre receita e entrada para fins financeiro-tributários.
";"Processos destacados de ofício pelo relator.<br />
O ISS incide sobre a taxa de agenciamento quando a empresa de mão-de-obra temporária age como intermediária entre o contratante da mão-de-obra e o terceiro.
";-;-
404;DIREITO TRIBUTÁRIO;(5951) ISS/ Imposto sobre Serviços, (14) DIREITO TRIBUTÁRIO;"As empresas de mão-de-obra temporária podem encartar-se em duas situações, em razão da natureza dos serviços prestados: (i) como intermediária entre o contratante da mão-de-obra e o terceiro que é colocado no mercado de trabalho; (ii) <b>como prestadora do próprio serviço</b>, utilizando de empregados a ela vinculados mediante contrato de trabalho. (...) Se a atividade de prestação de serviço de mão-de-obra temporária é prestada através de pessoal contratado pelas empresas de recrutamento, resta afastada a figura da intermediação, considerando-se a mão-de-obra empregada na prestação do serviço contratado como custo do serviço, despesa não dedutível da base de cálculo do ISS.
";"Processos destacados de ofício pelo relator.<br />
O ISS incide sobre as importâncias voltadas para o pagamento dos salários e encargos sociais dos trabalhadores quando a contratação é feita pelas prestadoras de serviços de fornecimento de mão-de-obra temporária.
";-;-
405;DIREITO ADMINISTRATIVO;(9985) DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, (10419) Liberação de Veículo Apreendido;"O art. 2º, § 6º, inc. VIII, do Decreto n. 3.179/99 (redação original), quando permite a liberação de veículos e embarcações mediante pagamento de multa, <b><i>não</i> é compatível</b> com o que dispõe o art. 25, § 4º, da Lei n. 9.605/98; entretanto, <b>não há ilegalidade</b> quando o referido dispositivo regulamentar admite a <b>instituição do depositário fiel</b> na figura do proprietário do bem apreendido por ocasião de infração nos casos em que é apresentada defesa administrativa - anote-se que não se está defendendo a simplória <i>liberação</i> do veículo, mas a devolução com a instituição de depósito (e os consectários legais que daí advêm), observado, entretanto, que a liberação só poderá ocorrer caso o veículo ou a embarcação estejam regulares na forma das legislações de regência (Código de Trânsito Brasileiro, p. ex.).
";"RRC de Origem (art. 543-C, § 1º, do CPC/73).
";-;-
406;DIREITO ADMINISTRATIVO;(10158) FGTS/Fundo de Garantia por Tempo de Serviço, (9985) DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO;"Os empregados, que laboram no cultivo da cana-de-açúcar para empresa agroindustrial ligada ao setor alcooleiro, detém a qualidade de rurícola, o que traz como consequência a isenção do FGTS desde a edição da Lei Complementar n. 11/71 até a promulgação da Constituição Federal de 1988.
";"RRC de Origem (art. 543-C, § 1º, do CPC/73).<br />
As empresas agroindustriais ligadas ao setor sucroalcooleiro estão isentas do recolhimento do FGTS em favor dos empregados que laboram no cultivo da cana-de-açúcar desde a edição da Lei Complementar 11/71 até a promulgação da Constituição Federal de 1988.
";-;-
406;DIREITO ADMINISTRATIVO;(10158) FGTS/Fundo de Garantia por Tempo de Serviço, (9985) DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO;"Os empregados, que laboram no cultivo da cana-de-açúcar para empresa agroindustrial ligada ao setor alcooleiro, detém a qualidade de rurícola, o que traz como consequência a isenção do FGTS desde a edição da Lei Complementar n. 11/71 até a promulgação da Constituição Federal de 1988.
";"RRC de Origem (art. 543-C, § 1º, do CPC/73).<br />
As empresas agroindustriais ligadas ao setor sucroalcooleiro estão isentas do recolhimento do FGTS em favor dos empregados que laboram no cultivo da cana-de-açúcar desde a edição da Lei Complementar 11/71 até a promulgação da Constituição Federal de 1988.
";-;-
407;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9148) Liquidação / Cumprimento / Execução, (10655) Honorários Advocatícios, (9518) Efeito Suspensivo / Impugnação / Embargos à Execução, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"São cabíveis honorários advocatícios em fase de cumprimento de sentença, haja ou não impugnação, depois de escoado o prazo para pagamento voluntário a que alude o art. 475-J do CPC, que somente se inicia após a intimação do advogado, com a baixa dos autos e a aposição do 'cumpra-se'.
";"Processos destacados de ofício pelo relator.<br />
Honorários advocatícios em favor do exequente.
";-;-
408;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9148) Liquidação / Cumprimento / Execução, (9518) Efeito Suspensivo / Impugnação / Embargos à Execução, (10655) Honorários Advocatícios, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"Não são cabíveis honorários advocatícios pela rejeição da impugnação ao cumprimento de sentença.
";"Processos destacados de ofício pelo relator.<br />
Honorários advocatícios em favor do impugnante. Nesse caso, prevalece em favor do exequente os honorários inicialmente fixados.
";-;-
409;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9518) Efeito Suspensivo / Impugnação / Embargos à Execução, (8938) Formação, Suspensão e Extinção do Processo, (10655) Honorários Advocatícios, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (9148) Liquidação / Cumprimento / Execução;"Em caso de sucesso da impugnação, com extinção do feito mediante sentença (art. 475-M, § 3º), revela-se que quem deu causa ao procedimento de cumprimento de sentença foi o exequente, devendo ele arcar com as verbas advocatícias.
";"Processos destacados de ofício pelo relator.
";-;-
410;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9148) Liquidação / Cumprimento / Execução, (9518) Efeito Suspensivo / Impugnação / Embargos à Execução, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (10655) Honorários Advocatícios;"O acolhimento ainda que parcial da impugnação gerará o arbitramento dos honorários, que serão fixados nos termos do art. 20, § 4º, do CPC, do mesmo modo que o acolhimento parcial da exceção de pré-executividade, porquanto, nessa hipótese, há extinção também parcial da execução.
";"Processos destacados de ofício pelo relator.<br />
Acolhimento parcial da impugnação.
";-;-
411;DIREITO DO CONSUMIDOR;(1156) DIREITO DO CONSUMIDOR;"É cabível a inversão do ônus da prova em favor do consumidor para o fim de determinar às instituições financeiras a exibição de extratos bancários, enquanto não estiver prescrita a eventual ação sobre eles, tratando-se de obrigação decorrente de lei e de integração contratual compulsória, não sujeita à recusa ou condicionantes, tais como o adiantamento dos custos da operação pelo correntista e a prévia recusa administrativa da instituição financeira em exibir os documentos, com a ressalva de que ao correntista, autor da ação, incumbe a demonstração da plausibilidade da relação jurídica alegada, com indícios mínimos capazes de comprovar a existência da contratação, devendo, ainda, especificar, de modo preciso, os períodos em que pretenda ver exibidos os extratos.
";"Processos destacados de ofício pelo relator.<br />
Ação de cobrança em que se pretende a recomposição dos expurgos inflacionários relativos aos planos econômicos Bresser e Verão nos saldos de caderneta de poupança.
";-;-
412;DIREITO TRIBUTÁRIO;(6039) PIS, (6011) Fato Gerador/Incidência, (14) DIREITO TRIBUTÁRIO, (6008) Base de Cálculo;"A base de cálculo do PIS, até a edição da MP n. 1.212/1995, era o faturamento ocorrido no sexto mês anterior ao do fato gerador.
";"RRC de Origem (art. 543-C, § 1º, do CPC/73).
";"PIS - Semestralidade.
";-
413;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (9050) Preparo/Deserção, (9045) Recurso;"Admite-se que o preparo seja efetuado no primeiro dia útil subsequente, quando a interposição do recurso ocorrer após o encerramento do expediente bancário.
";"Processos destacados de ofício pelo relator.
";-;-
414;DIREITO DO CONSUMIDOR;(7761) Fornecimento de Água;"<p>1. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é lícita a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento por meio da exigência de uma parcela fixa (""tarifa mínima""), concebida sob a forma de franquia de consumo devida por cada uma das unidades consumidoras (economias); bem como por meio de uma segunda parcela, variável e eventual, exigida apenas se o consumo real aferido pelo medidor único do condomínio exceder a franquia de consumo de todas as unidades conjuntamente consideradas.</p><p>2. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é ilegal a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento que, utilizando-se apenas do consumo real global, considere o condomínio como uma única unidade de consumo (uma única economia).</p><p>3. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é ilegal a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento que, a partir de um hibridismo de regras e conceitos, dispense cada unidade de consumo do condomínio da tarifa mínima exigida a título de franquia de consumo.</p>";"<p>RRC de Origem (art. 1.030, IV e art. 1.036, §1º, do CPC/15).<br />Em sessão eletrônica iniciada em 10/11/2021 e finalizada em 16/11/2021, a Primeira Seção, por unanimidade, afetou os REsp's 1.937.887/RJ e 1.937.891/RJ para revisão da tese firmada no Tema Repetitivo 414/STJ.<br />Designação de <b>audiência pública</b>, com fundamento no art. 1.038, II, do CPC, no art. 20 da LINDB, e no art. 185, I, do Regimento Interno do Superior Tribunal de Justiça (RISTJ), que será realizada no dia<b> 5/10/2023, </b>nos termos do despacho publicado no DJe de 28/8/2023.<br /><b>Vide Controvérsia 307/STJ.</b><br />IRDR 0045842-03.2020.8.19.0000/RJ (TJRJ)</p><p><b>Modulação de efeitos:</b></p><p>O Ministro Relator Paulo Sérgio Domingues lavrou o acórdão consignando o seguinte: </p><p>(...) ""8. Evolução substancial da jurisprudência que bem se amolda à previsão do art. 927, § 3º, do CPC, de modo a autorizar a parcial modulação de efeitos do julgamento, a fim de que às prestadoras dos serviços de saneamento básico seja declarado lícito modificar o método de cálculo da tarifa de água e esgoto nos casos em que, por conta de ação revisional de tarifa ajuizada por condomínio, esteja sendo adotado o ""modelo híbrido"". Entretanto, fica vedado, para fins de modulação e em nome da segurança jurídica e do interesse social, que sejam cobrados dos condomínios quaisquer valores pretéritos por eventuais pagamentos a menor decorrentes da adoção do chamado ?modelo híbrido?.</p><p>9. Nos casos em que a prestadora dos serviços de saneamento básico tenha calculado a tarifa devida pelos condomínios dotados de medidor único tomando-os como um único usuário dos serviços (uma economia apenas), mantém-se o dever de modificar o método de cálculo da tarifa, sem embargo, entretanto, do direito do condomínio de ser ressarcido pelos valores pagos a maior e autorizando-se que a restituição do indébito seja feita pelas prestadoras por meio de compensação entre o montante restituível com parcelas vincendas da própria tarifa de saneamento devida pelo condomínio, até integral extinção da obrigação, respeitado o prazo prescricional. Na restituição do indébito, modulam-se os efeitos do julgamento de modo a afastar a dobra do art. 42, parágrafo único, do CDC, à compreensão de que a dinâmica da evolução jurisprudencial relativa ao tema conferiu certa escusabilidade à conduta da prestadora dos serviços."" (...)</p>";<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ cujos objetos coincidam com o da matéria afetada (Acórdão publicado no DJe de 29/11/2021).</p>;-
414;DIREITO DO CONSUMIDOR;(7761) Fornecimento de Água;"<p>1. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é lícita a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento por meio da exigência de uma parcela fixa (""tarifa mínima""), concebida sob a forma de franquia de consumo devida por cada uma das unidades consumidoras (economias); bem como por meio de uma segunda parcela, variável e eventual, exigida apenas se o consumo real aferido pelo medidor único do condomínio exceder a franquia de consumo de todas as unidades conjuntamente consideradas.</p><p>2. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é ilegal a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento que, utilizando-se apenas do consumo real global, considere o condomínio como uma única unidade de consumo (uma única economia).</p><p>3. Nos condomínios formados por múltiplas unidades de consumo (economias) e um único hidrômetro é ilegal a adoção de metodologia de cálculo da tarifa devida pela prestação dos serviços de saneamento que, a partir de um hibridismo de regras e conceitos, dispense cada unidade de consumo do condomínio da tarifa mínima exigida a título de franquia de consumo.</p>";"<p>RRC de Origem (art. 1.030, IV e art. 1.036, §1º, do CPC/15).<br />Em sessão eletrônica iniciada em 10/11/2021 e finalizada em 16/11/2021, a Primeira Seção, por unanimidade, afetou os REsp's 1.937.887/RJ e 1.937.891/RJ para revisão da tese firmada no Tema Repetitivo 414/STJ.<br />Designação de <b>audiência pública</b>, com fundamento no art. 1.038, II, do CPC, no art. 20 da LINDB, e no art. 185, I, do Regimento Interno do Superior Tribunal de Justiça (RISTJ), que será realizada no dia<b> 5/10/2023, </b>nos termos do despacho publicado no DJe de 28/8/2023.<br /><b>Vide Controvérsia 307/STJ.</b><br />IRDR 0045842-03.2020.8.19.0000/RJ (TJRJ)</p><p><b>Modulação de efeitos:</b></p><p>O Ministro Relator Paulo Sérgio Domingues lavrou o acórdão consignando o seguinte: </p><p>(...) ""8. Evolução substancial da jurisprudência que bem se amolda à previsão do art. 927, § 3º, do CPC, de modo a autorizar a parcial modulação de efeitos do julgamento, a fim de que às prestadoras dos serviços de saneamento básico seja declarado lícito modificar o método de cálculo da tarifa de água e esgoto nos casos em que, por conta de ação revisional de tarifa ajuizada por condomínio, esteja sendo adotado o ""modelo híbrido"". Entretanto, fica vedado, para fins de modulação e em nome da segurança jurídica e do interesse social, que sejam cobrados dos condomínios quaisquer valores pretéritos por eventuais pagamentos a menor decorrentes da adoção do chamado ?modelo híbrido?.</p><p>9. Nos casos em que a prestadora dos serviços de saneamento básico tenha calculado a tarifa devida pelos condomínios dotados de medidor único tomando-os como um único usuário dos serviços (uma economia apenas), mantém-se o dever de modificar o método de cálculo da tarifa, sem embargo, entretanto, do direito do condomínio de ser ressarcido pelos valores pagos a maior e autorizando-se que a restituição do indébito seja feita pelas prestadoras por meio de compensação entre o montante restituível com parcelas vincendas da própria tarifa de saneamento devida pelo condomínio, até integral extinção da obrigação, respeitado o prazo prescricional. Na restituição do indébito, modulam-se os efeitos do julgamento de modo a afastar a dobra do art. 42, parágrafo único, do CDC, à compreensão de que a dinâmica da evolução jurisprudencial relativa ao tema conferiu certa escusabilidade à conduta da prestadora dos serviços."" (...)</p>";<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ cujos objetos coincidam com o da matéria afetada (Acórdão publicado no DJe de 29/11/2021).</p>;-
