Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,701,Acórdão publicado,,22/10/2013,,26/02/2014,19/09/2014,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Penhora / Depósito/ Avaliação,IMPROBIDADE ADMINISTRATIVA. INDISPONIBILIDADE DE BENS DO ACIONADO. ART. DA LEI 8.429/92. AUSÊNCIA DE INDICAÇÃO DE DILAPIDAÇÃO PATRIMONIAL. NECESSIDADE DE DEMONSTRAÇÃO DO PERICULUM IN MORA.,"É possível a decretação da ""indisponibilidade de bens do promovido em Ação Civil Pública por Ato de Improbidade Administrativa, quando ausente (ou não demonstrada) a prática de atos (ou a sua tentativa) que induzam a conclusão de risco de alienação, onera",,,,,,,,Não Suspender,,,,,"Tema 701 - Penhora / Depósito/ Avaliação - É possível a decretação da ""indisponibilidade de bens do promovido em Ação Civil Pública por Ato de Improbidade Administrativa, quando ausente (ou não demonstrada) a prática de atos (ou a sua tentativa) que induzam a conclusão de risco de alienação, onera"
Tema STJ,706,Transitado em julgado,,04/11/2013,,09/04/2014,11/04/2014,27/05/2014,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Multa Cominatória / Astreintes,Possibilidade de rediscussão do cabimento das astreintes após preclusão do decisum que as cominou.,"A decisão que comina astreintes não preclui, não fazendo tampouco coisa julgada.",,,,,,,,Não Suspender,,,,,"Tema 706 - Multa Cominatória / Astreintes - A decisão que comina astreintes não preclui, não fazendo tampouco coisa julgada."
Tema STJ,708,Transitado em julgado,,06/11/2013,,12/11/2014,21/11/2014,18/02/2015,DIREITO CIVIL,Fiança,Discussão referente à penhora do bem de família no contrato de locação quando decorrente de fiança locatícia.,"É legítima a penhora de apontado bem de família pertencente a fiador de contrato de locação, ante o que dispõe o art. 3º, inciso VII, da Lei n. 8.009/1990",,,,,,,,Não Suspender,,,,,"Tema 708 - Fiança - É legítima a penhora de apontado bem de família pertencente a fiador de contrato de locação, ante o que dispõe o art. 3º, inciso VII, da Lei n. 8.009/1990"
Tema STJ,709,Transitado em julgado,,21/11/2013,,12/02/2013,17/09/2014,21/10/2014,DIREITO PROCESSUAL PENAL,Progressão de Regime,"Estabelecer se a prática de falta grave importaria na interrupção dos prazos para a obtenção de benefícios na execução penal, modificando, assim, a data-base da sua contagem.","1. A prática de falta grave interrompe o prazo para a progressão de regime, acarretando a modificação da data-base e o início de nova contagem do lapso necessário para o preenchimento do requisito objetivo.2. Em se tratando de livramento condicional, não ",,,,,,,,Não Suspender,,,,,"Tema 709 - Progressão de Regime - 1. A prática de falta grave interrompe o prazo para a progressão de regime, acarretando a modificação da data-base e o início de nova contagem do lapso necessário para o preenchimento do requisito objetivo.2. Em se tratando de livramento condicional, não "
Tema STJ,710,Transitado em julgado,,26/11/2013,,12/11/2014,17/11/2014,09/02/2015,DIREITO CIVIL,Indenização por Dano Moral,Discussão acerca da natureza dos sistemas de scoring e a possibilidade de violação a princípios e regras do Código de Defesa do Consumidor capaz de gerar indenização por dano moral.,"I - O sistema ""credit scoring"" é um método desenvolvido para avaliação do risco de concessão de crédito, a partir de modelos estatísticos, considerando diversas variáveis, com atribuição de uma pontuação ao consumidor avaliado (nota do risco de crédito).I",,,,,,,,Não Suspender,,,,,"Tema 710 - Indenização por Dano Moral - I - O sistema ""credit scoring"" é um método desenvolvido para avaliação do risco de concessão de crédito, a partir de modelos estatísticos, considerando diversas variáveis, com atribuição de uma pontuação ao consumidor avaliado (nota do risco de crédito).I"
Tema STJ,714,Transitado em julgado,,02/12/2013,,26/11/2014,02/12/2014,05/12/2014,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Penhora / Depósito/ Avaliação,"Cinge-se o debate trazido nos autos em saber se, para que o juiz determine a indisponibilidade dos bens e direitos do devedor, na forma do art. 185-A do CTN, faz-se necessária a comprovação do exaurimento dos meios disponíveis para localização de bens pen",A indisponibilidade de bens e direitos autorizada pelo art. 185-A do CTN depende da observância dos seguintes requisitos:  (i) citação do devedor tributário; (ii) inexistência de pagamento ou apresentação de bens à penhora no prazo legal;  e (iii) a não l,,,,,,,,Não Suspender,,,,,Tema 714 - Penhora / Depósito/ Avaliação - A indisponibilidade de bens e direitos autorizada pelo art. 185-A do CTN depende da observância dos seguintes requisitos:  (i) citação do devedor tributário; (ii) inexistência de pagamento ou apresentação de bens à penhora no prazo legal;  e (iii) a não l
Tema STJ,722,Transitado em julgado,,03/02/2014,,14/05/2014,27/05/2014,22/08/2014,DIREITO CIVIL,Pagamento,"Necessidade de, na busca e apreensão de bem alienado fiduciariamente, ser paga a integralidade do débito para caracterizar-se a purgação da mora pelo pagamento, não sendo suficiente o pagamento, tão somente, das parcelas vencidas.","Nos contratos firmados na vigência da Lei n. 10.931/2004, compete ao devedor, no prazo de 5 (cinco) dias após a execução da liminar na ação de busca e apreensão, pagar a integralidade da dívida - entendida esta como os valores apresentados e comprovados p",,,,,,,,Não Suspender,,,,,"Tema 722 - Pagamento - Nos contratos firmados na vigência da Lei n. 10.931/2004, compete ao devedor, no prazo de 5 (cinco) dias após a execução da liminar na ação de busca e apreensão, pagar a integralidade da dívida - entendida esta como os valores apresentados e comprovados p"
Tema STJ,723,Transitado em julgado,,03/02/2014,,13/08/2014,02/09/2014,10/08/2015,Liquidação / Cumprimento / Execução,Liquidação / Cumprimento / Execução,Discute se a sentença proferida pelo Juízo da 12ª Vara Cível da Circunscrição Especial Judiciária de Brasília/DF na ação civil coletiva n. 1998.01.1.016798-9 - e que condenou o Banco do Brasil ao pagamento de diferenças decorrentes de expurgos inflacionár,"A sentença proferida pelo Juízo da 12ª Vara Cível da Circunscrição Especial Judiciária de Brasília/DF, na ação civil coletiva nº 1998.01.1.016798-9, que condenou o Banco do Brasil ao pagamento de diferenças decorrentes de expurgos inflacionários sobre cad",,,,,,,,Não Suspender,,,,,"Tema 723 - Liquidação / Cumprimento / Execução - A sentença proferida pelo Juízo da 12ª Vara Cível da Circunscrição Especial Judiciária de Brasília/DF, na ação civil coletiva nº 1998.01.1.016798-9, que condenou o Banco do Brasil ao pagamento de diferenças decorrentes de expurgos inflacionários sobre cad"
Tema STJ,724,Transitado em julgado,,03/02/2014,,13/08/2014,02/09/2014,10/08/2015,Liquidação / Cumprimento / Execução,Liquidação / Cumprimento / Execução,"Discute a legitimidade ativa dos poupadores, independentemente de fazerem parte dos quadros associativos do IDEC, de ajuizarem o cumprimento individual da sentença coletiva proferida na referida ação civil pública.","Os poupadores ou seus sucessores detêm legitimidade ativa - também por força da coisa julgada -, independentemente de fazerem parte ou não dos quadros associativos do IDEC, de ajuizarem o cumprimento individual da sentença coletiva proferida na ação civil",,,,,,,,Não Suspender,,,,,"Tema 724 - Liquidação / Cumprimento / Execução - Os poupadores ou seus sucessores detêm legitimidade ativa - também por força da coisa julgada -, independentemente de fazerem parte ou não dos quadros associativos do IDEC, de ajuizarem o cumprimento individual da sentença coletiva proferida na ação civil"
Tema STJ,725,Transitado em julgado,,03/02/2014,,10/09/2014,24/09/2014,15/05/2015,DIREITO CIVIL,Pagamento,"Discute se após o pagamento do débito, incumbe ao devedor ou ao credor providenciar o cancelamento do protesto extrajudicial regularmente efetuado, à luz da Lei n. 9.492/1997.","No regime próprio da Lei n. 9.492/1997, legitimamente protestado o título de crédito ou outro documento de dívida, salvo inequívoca pactuação em sentido contrário, incumbe ao devedor, após a quitação da dívida, providenciar o cancelamento do protesto.",,,,,,,,Não Suspender,,,,,"Tema 725 - Pagamento - No regime próprio da Lei n. 9.492/1997, legitimamente protestado o título de crédito ou outro documento de dívida, salvo inequívoca pactuação em sentido contrário, incumbe ao devedor, após a quitação da dívida, providenciar o cancelamento do protesto."
Tema STJ,735,Transitado em julgado,,14/03/2014,,10/09/2014,24/09/2014,04/11/2019,DIREITO CIVIL,Privacidade,"Discute se incumbe ao credor, em havendo regular inscrição do nome do devedor em cadastro de órgão de proteção ao crédito, excluir o apontamento efetuado após o pagamento do débito.","Diante das regras prevista no Código de Defesa do Consumidor, mesmo havendo regular inscrição do nome devedor em cadastro de órgão de proteção ao crédito, após o integral pagamento da dívida, incumbe ao credor requerer a exclusão do registro desabonador, ",,,,,,,,Não Suspender,,,,,"Tema 735 - Privacidade - Diante das regras prevista no Código de Defesa do Consumidor, mesmo havendo regular inscrição do nome devedor em cadastro de órgão de proteção ao crédito, após o integral pagamento da dívida, incumbe ao credor requerer a exclusão do registro desabonador, "
Tema STJ,736,Transitado em julgado,,14/03/2014,,28/05/2014,01/08/2014,05/09/2014,DIREITO CIVIL,Previdência privada,Discute se o abono único salarial previsto em acordo coletivo ou convenção coletiva de trabalho para os empregados da ativa deve integrar a complementação de aposentadoria dos inativos paga por  instituição de previdência privada.,"a) Nos planos de benefícios de previdência privada fechada, patrocinados pelos entes federados - inclusive suas autarquias, fundações, sociedades de economia mista e empresas controladas direta ou indiretamente -, é vedado o repasse de abono e vantagens d",,,,,,,,Não Suspender,,,,,"Tema 736 - Previdência privada - a) Nos planos de benefícios de previdência privada fechada, patrocinados pelos entes federados - inclusive suas autarquias, fundações, sociedades de economia mista e empresas controladas direta ou indiretamente -, é vedado o repasse de abono e vantagens d"
Tema STJ,743,Transitado em julgado,,21/03/2014,,01/07/2014,17/09/2014,03/10/2014,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Multa Cominatória / Astreintes,"Possibilidade da execução provisória da multa diária fixada em sede de antecipação de tutela nos autos da ação principal, por se tratar de título judicial líquido, certo e exigível.","A multa diária prevista no § 4º do art. 461 do CPC, devida desde o dia em que configurado o descumprimento, quando fixada em antecipação de tutela, somente poderá ser objeto de execução provisória após a sua confirmação pela sentença de mérito e desde que",,,,,,,,Não Suspender,,,,,"Tema 743 - Multa Cominatória / Astreintes - A multa diária prevista no § 4º do art. 461 do CPC, devida desde o dia em que configurado o descumprimento, quando fixada em antecipação de tutela, somente poderá ser objeto de execução provisória após a sua confirmação pela sentença de mérito e desde que"
Tema STJ,793,Transitado em julgado,,23/04/2014,,12/11/2014,16/12/2014,08/04/2015,DIREITO DO CONSUMIDOR,Indenização por Dano Moral,Discute se o órgão de proteção ao crédito tem obrigação de indenizar por incluir em seus registros elementos constantes em banco de dados públicos de cartório de distribuição do Judiciário.,"Diante da presunção legal de veracidade e publicidade inerente aos registros do cartório de distribuição judicial, a reprodução objetiva, fiel, atualizada e clara desses dados na base de órgão de proteção ao crédito - ainda que sem a ciência do consumidor",,,,,,,,Não Suspender,,,,,"Tema 793 - Indenização por Dano Moral - Diante da presunção legal de veracidade e publicidade inerente aos registros do cartório de distribuição judicial, a reprodução objetiva, fiel, atualizada e clara desses dados na base de órgão de proteção ao crédito - ainda que sem a ciência do consumidor"
Tema STJ,806,Transitado em julgado,,23/04/2014,,12/11/2014,16/12/2014,09/04/2015,DIREITO DO CONSUMIDOR,Indenização por Dano Moral,Discussão: se o órgão de proteção ao crédito tem obrigação de indenizar por incluir em seus registros elementos constantes em banco de dados público de cartório de protesto.,"Diante da presunção legal de veracidade e publicidade inerente aos registros do cartório de protesto, a reprodução objetiva, fiel, atualizada e clara desses dados na base de órgão de proteção ao crédito - ainda que sem a ciência do consumidor - não tem o ",,,,,,,,Não Suspender,,,,,"Tema 806 - Indenização por Dano Moral - Diante da presunção legal de veracidade e publicidade inerente aos registros do cartório de protesto, a reprodução objetiva, fiel, atualizada e clara desses dados na base de órgão de proteção ao crédito - ainda que sem a ciência do consumidor - não tem o "
Tema STJ,871,Transitado em julgado,,20/06/2013,,14/05/2014,21/05/2014,01/07/2014,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Honorários Periciais,"Discute: (i) atribuição do encargo de antecipar os honorários periciais ao autor da liquidação de sentença, no caso de perícia determinada de ofício; (ii) possibilidade de atribuição do encargo ao réu, na hipótese em que o autor seja beneficiário da gratu","Na fase autônoma de liquidação de sentença (por arbitramento ou por artigos), incumbe ao devedor a antecipação dos honorários periciais.",,,,,,,,Não Suspender,,,,,"Tema 871 - Honorários Periciais - Na fase autônoma de liquidação de sentença (por arbitramento ou por artigos), incumbe ao devedor a antecipação dos honorários periciais."
